Date,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
2010-08-05 00:00:00-04:00,1.5542431618804267,1.5992326532824266,1.5542431618804267,1.598529577255249,4639000,0.017904869652995314,1.5503070831298829,1.561239759127299,1.4439905645355346,1.3134967117082506,0.020403061339530633
2010-08-06 00:00:00-04:00,1.5858772176526794,1.5978275051869906,1.5739269301183683,1.5879861116409302,2716000,-0.006595727576353294,1.5619761943817139,1.5639177560806274,1.446997670900254,1.3152847971235002,0.020484230048718365
2010-08-09 00:00:00-04:00,1.5943122871343758,1.6118863441015268,1.5802531086001061,1.6097774505615234,2267000,0.013722625633089125,1.5770195722579956,1.566896949495588,1.4502837270025224,1.3170896177254026,0.020571710327077896
2010-08-10 00:00:00-04:00,1.5872827959503477,1.6041539453128941,1.5605704221240466,1.5676000118255615,3722000,-0.02620078863773967,1.5868609428405762,1.5675664288657052,1.4532461989493597,1.3188553873508695,0.021466924514405093
2010-08-11 00:00:00-04:00,1.443879230961791,1.458641488688613,1.3553063549955051,1.422087550163269,23300000,-0.09282499398098032,1.5571961402893066,1.5600347291855585,1.455159812692612,1.3201274114941794,0.029243352071210253
2010-08-12 00:00:00-04:00,1.43755191610011,1.468482064304866,1.4199778654119228,1.4347399473190308,18324000,0.008897059224173054,1.524438214302063,1.553741562934149,1.4569897348918612,1.3213575884463296,0.029373608787207326
2010-08-13 00:00:00-04:00,1.432631628024645,1.4445819121349999,1.4024042958525746,1.405216097831726,39578000,-0.0205778402856025,1.4878842115402222,1.5439670653570265,1.4584570243245079,1.3223171839638361,0.028661782747659237
2010-08-16 00:00:00-04:00,1.4052159989714976,1.427007756074397,1.3855331351042501,1.4248988628387451,14858000,0.014006931060204897,1.4509084939956665,1.5382094780604045,1.4600135759701804,1.3233409382048107,0.027866994526669686
2010-08-17 00:00:00-04:00,1.4333345001874116,1.4558292506460841,1.4263049116189028,1.4319285154342651,7749000,0.004933439683933338,1.4237741947174072,1.531849355924697,1.4616649699589563,1.3244985890766932,0.02769137704443421
2010-08-18 00:00:00-04:00,1.4284139213869502,1.4635618670945905,1.4122458496015733,1.4586411714553833,8339000,0.018655020647463605,1.4310849189758301,1.527665098508199,1.4635060543105716,1.3255251329096536,0.0280445072135458
