Date,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
1987-03-11 00:00:00-05:00,0.18093493580818176,0.18199295815777292,0.17881887294552562,0.18093493580818176,43862400,0.014835984269895075,0.1770200699567795,0.16138532757759094,0.1084467348539167,0.08609650730495415,0.037207833290177864
1987-03-12 00:00:00-05:00,0.18093489696816442,0.18305095937658036,0.1767027721513325,0.18172842264175415,71337600,0.004385481609884279,0.1780252128839493,0.16313623317650386,0.10940196447902256,0.08658251929141227,0.03720061135669891
1987-03-13 00:00:00-05:00,0.18172836284245114,0.18305089914208528,0.17141195124945274,0.17511506378650665,105120000,-0.036391439264757075,0.17781347036361694,0.1642447035937082,0.11031730301559918,0.08703389061644437,0.03764324583724448
1987-03-16 00:00:00-05:00,0.17458609240364267,0.17458609240364267,0.16876693439581159,0.17405708134174347,88473600,-0.006041641546343679,0.17802506685256958,0.1647989395118895,0.11121584785481294,0.08747686290492614,0.03491479160202766
1987-03-17 00:00:00-05:00,0.17405712826295405,0.18093494597010953,0.17352811705844737,0.1798769235610962,54547200,0.033436400142353495,0.17834248542785644,0.16570588165805453,0.11216058191798982,0.08794922993651458,0.03534082023289484
1987-03-18 00:00:00-05:00,0.18093483981914188,0.1909867370195587,0.18093483981914188,0.18939970433712006,119347200,0.05294053615937799,0.18003543913364412,0.16701590801988328,0.11316829334412302,0.08846358428635294,0.036801018399137284
1987-03-19 00:00:00-05:00,0.1893998145375936,0.1931029111146927,0.18622571099896612,0.1931029111146927,62812800,0.01955233663396405,0.1823103368282318,0.1689809425955727,0.11420119660241264,0.0889989317261747,0.033140856766796414
1987-03-20 00:00:00-05:00,0.19310278428922792,0.19310278428922792,0.18992870099874004,0.1909867227077484,38246400,-0.010958863306246958,0.18548466861248017,0.17114752814883277,0.11521730471461539,0.08953217941794604,0.03126534755830305
1987-03-23 00:00:00-05:00,0.1909867812753526,0.1936318545224689,0.1878126970115067,0.18966424465179443,67478400,-0.006924450229860546,0.18860610127449035,0.1733267115695136,0.11622711566705553,0.09006647687287085,0.031121603550655512
1987-03-24 00:00:00-05:00,0.18516694942354106,0.19204476258021957,0.18516694942354106,0.1909867227077484,69609600,0.0069727325695041475,0.1908280611038208,0.17514059089478992,0.11723902496317076,0.09060182381007406,0.029057528361916104
1987-03-25 00:00:00-05:00,0.1909867913250823,0.19204483157768398,0.18887072898334833,0.1901932656764984,33840000,-0.0041545140939674985,0.19098677337169648,0.17656398458140238,0.1182509349688651,0.09112772432762006,0.027917202581077178
1987-03-26 00:00:00-05:00,0.19019329471328364,0.1904578093576848,0.18834174669289183,0.18887075781822205,33379200,-0.006953494665399074,0.19014034271240235,0.17805035483269466,0.1192628497937842,0.09164417818898246,0.027564563816492565
1987-03-27 00:00:00-05:00,0.18992873973111282,0.19839358717754932,0.18992873973111282,0.19416086375713348,120873600,0.02800913174713293,0.19077517092227936,0.17951152934914544,0.12031674958647244,0.0921837238535758,0.027179565994682946
1987-03-30 00:00:00-05:00,0.19416090251126428,0.204742431640625,0.18728370413717216,0.204742431640625,186134400,0.054498974091542474,0.19379080832004547,0.18152697242441632,0.1214672259631611,0.09276735915669374,0.02870599424925396
1987-03-31 00:00:00-05:00,0.20209674057929233,0.2095035675793449,0.20209674057929233,0.204742431640625,125337600,0.0,0.1965419501066208,0.1837691366672516,0.12261770233984977,0.09334889517003109,0.027301782281525574
1987-04-01 00:00:00-05:00,0.20474239383395343,0.2089745179232157,0.1915157754801338,0.19257381558418274,259430400,-0.05943377715568643,0.19701806008815764,0.18543184300263724,0.12367580085992813,0.09388004370506793,0.03146563386310307
1987-04-02 00:00:00-05:00,0.19574858525375546,0.20527147624499006,0.19574858525375546,0.20103873312473297,159955200,0.0439567420673026,0.19945165514945984,0.18696859266076768,0.12480108126524896,0.09444478318272602,0.02938269477065652
1987-04-03 00:00:00-05:00,0.20103871960067987,0.21214866147122133,0.20103871960067987,0.21109063923358917,155606400,0.04999984805226343,0.20283761024475097,0.1886061131954193,0.12600194024188177,0.09505360978581602,0.029583014221528838
1987-04-06 00:00:00-04:00,0.21109063757698193,0.21161964869164643,0.2063295012180581,0.2100325971841812,98956800,-0.00501226417831413,0.20389564335346222,0.19021843799522944,0.12715661017194627,0.09565613851956432,0.02962691067960323
1987-04-07 00:00:00-04:00,0.2100325712753175,0.2100325712753175,0.19892264902591705,0.19892264902591705,73728000,-0.05289630422710845,0.20273168683052062,0.19145289276327407,0.12821260963877043,0.09621038156310244,0.03208259920786867
1987-04-08 00:00:00-04:00,0.19892265600796913,0.20685849407599718,0.19892265600796913,0.204742431640625,106214400,0.029256510725179874,0.20516541004180908,0.19271254042784372,0.1293001032419621,0.09678561975144678,0.03203547338533138
1987-04-09 00:00:00-04:00,0.20474246509058694,0.20474246509058694,0.1994516996615236,0.20103873312473297,71568000,-0.018089550300901758,0.20516541004180908,0.19366986410958426,0.130341408153375,0.09734196221781155,0.03244102842949227
1987-04-10 00:00:00-04:00,0.20103874537584138,0.20262579709923728,0.20050973418920082,0.2023613005876541,43372800,0.006578669902881584,0.20341954231262208,0.19465238210700808,0.1313680134831913,0.0979014535301498,0.032440686312542356
1987-04-13 00:00:00-04:00,0.2020966784292536,0.2020966784292536,0.19468985370699424,0.1957484930753708,50256000,-0.03267822203692028,0.20056272149086,0.19563492635885874,0.1323673323624664,0.09843470354283614,0.03220945795954866
1987-04-14 00:00:00-04:00,0.19574854640253256,0.20209673348583201,0.1925738443846543,0.19892264902591705,87379200,0.016215480899380852,0.20056272149086,0.19681900101048605,0.13338344579651243,0.09897214996199759,0.032166056117446266
1987-04-15 00:00:00-04:00,0.2005096988890589,0.2052714526155794,0.2005096988890589,0.2031547725200653,95961600,0.021275221875799888,0.20024518966674804,0.1979274700085322,0.13440795171828496,0.09952429149832044,0.03177093855101546
1987-04-16 00:00:00-04:00,0.20315476619252085,0.21267765579094317,0.20262575511549055,0.20844554901123047,188092800,0.026043082451546073,0.20172655284404756,0.19883441499301366,0.13547444792966995,0.10010582508726253,0.03030468381970725
1987-04-20 00:00:00-04:00,0.20844557594542562,0.21056162052697042,0.20209677015229752,0.20262578129768372,100310400,-0.0279198464114635,0.20177944898605346,0.1992878850017275,0.13647796148582111,0.100664264359881,0.030929978655916686
1987-04-21 00:00:00-04:00,0.20262577125353745,0.2073875252109943,0.19839364597328843,0.20580047369003296,113184000,0.015667761387605506,0.2037898451089859,0.19999330171516963,0.137502472138121,0.10123950262213983,0.03088556084498884
1987-04-22 00:00:00-04:00,0.20580045729913818,0.20897456008826076,0.20580045729913818,0.20844554901123047,74678400,0.012852620179977903,0.20569442510604857,0.20088764954180943,0.13852278426999137,0.10182418743710196,0.030836651712641206
